ROWNUM	COUNTY	YEAR	ROUTE	DATE1	DATE2	HABHM	HABP	HABO	HABB	HABCH	VEHICLES	DCCO	GBHE	GRHE	BLVU	TUVU	CAGO	WODU	MALL	OSPR	SSHA	COHA	acsp	RSHA	BWHA	RTHA	WITU	NOBO	KILL	ROPI	MODO	YBCU	EASO	GHOW	BAOW	CONI	CWWI	WPWI	CHSW	RTHU	BEKI	RHWO	RBWO	DOWO	HAWO	NOFL	PIWO	EAWP	ACFL	WIFL	EAPH	GCFL	EAKI	LOSH	WEVI	YTVI	BHVI	WAVI	REVI	BLJA	AMCR	FICR	PUMA	TRSW	NRWS	CLSW	BARS	CACH	TUTI	WBNU	BHNU	CARW	HOWR	BGGN	EABL	WOTH	AMRO	GRCA	NOMO	BRTH	EUST	CEDW	NOPA	YEWA	YTWA	PIWA	PRAW	BAWW	AMRE	PROW	OVEN	LOWA	KEWA	COYE	HOWA	YBCH	SUTA	SCTA	EATO	CHSP	FISP	GRSP	SOSP	NOCA	BLGR	INBU	DICK	RWBL	EAME	COGR	BHCO	OROR	BAOR	HOFI	AMGO	HOSP	SPX1	SPX2	TOTALRT
155	CHATHAM 	2000	1	6/11	42	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	2	8	0	0	0	6	0	0	2	2	3	2	0	0	2	0	0	0	0	0	0	19	1	27	0	0	0	0	0	0	8	13	0	0	3	0	6	9	11	0	0	3	4	5	0	2	0	1	14	0	0	0	0	5	0	0	0	1	0	0	3	4	0	0	0	0	32	0	5	0	0	0	0	1	0	0	1	2	0	0	0	220
156	CHATHAM 	2000	2	5/28	28	X	X	X	X	X	X	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	0	0	0	0	0	6	3	0	0	0	6	3	1	2	0	2	2	0	0	0	3	0	0	1	0	0	13	3	16	0	0	0	1	0	1	13	18	0	0	10	0	18	1	11	13	0	1	2	10	0	2	0	1	17	0	0	0	1	5	0	0	1	0	5	4	2	3	12	0	0	0	26	4	9	0	0	0	4	6	0	0	0	7	0	0	0	297
157	CHATHAM 	2000	3	6/3	34	X	X	X	X	X	X	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	4	4	0	0	0	0	0	0	4	0	0	0	3	1	1	0	0	5	0	0	1	4	2	0	1	0	0	0	6	2	16	0	0	0	0	0	2	10	25	1	2	20	0	5	7	1	8	1	4	3	2	0	0	0	0	13	2	0	0	0	2	0	0	2	0	9	8	1	2	6	0	0	0	14	10	7	0	0	4	19	2	4	0	0	2	0	0	0	261
158	CHATHAM 	2000	4	6/11	42	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	15	0	0	0	0	0	0	3	9	0	0	0	3	7	0	1	0	4	0	0	2	1	3	0	4	1	0	0	4	5	30	0	0	0	0	0	8	6	17	3	2	20	0	7	9	8	0	0	4	1	0	0	1	0	1	8	6	0	0	0	4	0	0	2	3	8	3	0	6	14	1	0	0	18	0	14	0	0	4	6	0	0	0	0	5	6	0	0	292
159	CHATHAM 	2000	5	6/16	47	X	X	X	X	X	X	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	1	0	0	0	3	7	0	0	0	15	0	0	0	0	0	0	0	1	0	0	7	1	27	0	0	0	1	0	8	4	9	1	0	8	0	6	15	13	4	0	5	4	16	0	0	0	0	2	0	0	0	0	3	0	0	3	0	4	7	0	3	10	2	0	0	21	9	7	0	1	6	2	4	5	0	7	1	0	0	0	264
160	CHATHAM 	2000	6	6/24	55	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	21	5	0	0	0	0	0	0	6	1	0	0	6	4	0	0	0	11	0	0	0	0	2	0	0	0	0	0	16	1	53	0	0	0	0	0	1	3	13	2	2	5	0	2	8	13	7	0	16	3	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	3	12	0	0	0	32	7	12	0	7	6	30	2	0	0	0	3	0	0	0	333
161	CHATHAM 	2000	7	6/18	49	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	31	7	0	0	0	0	0	0	0	0	0	0	11	6	0	0	1	7	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	9	1	0	13	0	15	5	6	0	1	1	3	2	0	0	0	1	10	4	0	0	0	2	0	0	6	3	15	4	7	7	4	1	3	0	21	7	23	0	0	4	1	1	0	0	0	5	0	0	0	333
162	CHATHAM 	2000	8	6/18	49	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	22	10	0	0	0	0	0	0	7	1	0	0	6	3	0	1	0	1	2	0	4	0	0	0	0	3	0	0	20	6	33	1	0	0	0	0	28	7	12	0	0	4	0	8	13	10	2	0	7	0	0	0	0	1	0	2	0	0	3	0	6	0	0	1	0	5	2	1	6	9	0	0	0	32	2	12	0	0	9	7	1	0	0	0	10	0	0	0	321
163	CHATHAM 	2000	9	6/24	55	X	X	X	X	X	X	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	13	6	0	0	0	0	0	0	6	2	0	0	9	4	2	0	0	0	3	0	0	4	0	0	0	0	0	0	10	11	21	2	0	0	0	0	1	12	7	4	0	14	0	8	6	13	2	0	1	3	0	0	2	0	1	11	1	0	0	0	4	0	0	0	1	2	4	3	3	8	0	0	0	30	5	1	0	2	0	1	3	0	0	7	2	0	1	0	255
164	CHATHAM 	2000	10	6/17	48	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	11	0	0	0	0	0	0	12	6	1	0	0	0	3	1	2	0	1	0	0	1	1	0	0	0	0	0	0	0	2	12	0	0	0	20	0	10	8	6	0	2	4	0	21	9	11	6	2	10	2	47	0	2	0	1	1	0	0	0	0	0	1	0	0	1	3	9	0	4	7	0	0	0	19	0	5	0	0	0	24	2	0	0	0	8	0	0	0	304
165	CHATHAM 	2000	11	5/27	27	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	2	1	0	1	0	0	1	0	0	0	0	3	0	0	0	0	4	0	0	1	1	2	0	2	1	0	0	10	0	33	0	0	0	0	0	0	0	15	0	0	4	0	14	5	5	1	0	2	0	0	0	3	0	0	7	3	0	0	0	6	0	0	3	0	4	1	0	1	0	1	0	0	16	9	9	0	0	0	1	0	0	0	2	0	0	0	0	195
166	CHATHAM 	2000	12	6/18	49	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	14	0	0	0	0	0	0	0	2	0	0	0	7	3	0	0	0	8	0	0	1	2	0	0	0	0	0	0	9	4	32	0	0	0	0	0	6	1	4	3	0	11	0	2	12	8	5	0	18	3	59	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	3	2	4	11	0	0	1	16	3	13	0	3	6	0	5	0	0	0	5	0	0	0	295
167	CHATHAM 	2000	13	7/2	63	X	X	X	X	X	X	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31	1	0	0	0	0	0	0	14	0	0	0	4	3	0	0	0	3	0	0	1	0	0	0	0	1	0	0	13	8	29	0	0	0	0	0	1	5	5	1	0	5	3	2	6	9	11	0	19	0	23	0	0	0	1	4	0	0	0	0	0	0	0	0	0	6	1	0	10	4	1	0	8	39	2	18	0	0	5	0	0	0	0	0	4	12	0	0	320
168	CHATHAM 	2000	14	5/21	21	X	X	X	X	X	X	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	10	0	0	0	3	1	0	0	0	4	0	0	3	2	3	0	1	0	0	0	2	0	27	0	2	0	0	0	0	8	12	0	1	6	0	13	6	6	4	0	4	1	2	0	2	0	1	9	0	1	0	0	1	2	0	0	1	1	1	0	10	5	0	0	0	9	5	9	0	0	0	14	3	1	0	5	10	0	0	0	242
169	CHATHAM 	2000	TOTALSP	X	609	X	X	X	X	X	X	2	4	11	0	1	2	0	0	3	0	0	0	1	0	5	1	16	14	0	245	41	1	0	1	0	0	24	76	5	0	0	70	45	5	8	3	68	10	0	14	18	17	0	8	8	0	0	129	44	356	3	2	0	22	0	68	95	165	16	9	127	3	127	111	125	63	4	95	29	177	0	14	1	8	105	16	1	3	1	38	3	0	19	10	62	47	21	66	102	6	3	9	325	63	144	0	13	44	109	30	10	0	22	64	18	1	0	3932
170	CHATHAM 	2000	FREQSP	X	14	X	X	X	X	X	X	1	3	3	0	1	1	0	0	2	0	0	0	1	0	3	1	7	6	0	14	10	1	0	1	0	0	5	12	4	0	0	13	12	4	5	2	13	5	0	8	9	7	0	4	6	0	0	12	11	13	2	1	0	3	0	11	13	14	8	5	14	1	14	14	14	11	3	14	11	10	0	7	1	8	14	5	1	1	1	10	2	0	8	6	11	12	8	14	12	5	1	2	14	11	14	0	4	8	11	11	3	0	5	13	2	1	0	14
171	CHATHAM 	2001	1	6/9	40	X	X	X	X	X	X	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	3	0	0	0	9	7	0	1	0	3	1	0	1	0	3	0	0	2	0	0	25	11	21	3	0	0	1	0	0	15	15	1	0	12	0	15	19	11	0	0	3	2	1	0	2	0	3	22	2	0	0	0	9	0	0	3	1	5	2	0	9	6	0	0	0	41	1	4	0	0	2	4	4	0	0	0	4	1	0	0	335
172	CHATHAM 	2001	2	6/3	34	X	X	X	X	X	X	0	1	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	17	3	0	1	0	0	0	4	4	1	0	0	7	5	0	1	1	3	3	0	0	1	0	0	0	0	0	0	12	4	49	0	0	0	0	0	0	13	13	0	2	12	1	15	4	7	4	0	7	3	23	0	3	0	1	13	2	0	0	1	5	0	0	1	0	1	6	3	11	9	1	0	0	20	0	9	0	0	2	7	12	0	0	0	15	0	0	0	349
173	CHATHAM 	2001	3	6/10	41	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	3	0	7	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	6	0	0	1	1	1	0	3	2	12	0	0	2	0	0	0	7	21	0	2	10	1	1	8	4	3	2	5	0	4	0	0	0	0	16	2	0	0	0	3	0	0	2	0	8	7	3	3	8	1	0	0	11	14	8	0	0	1	15	1	6	0	0	1	0	0	0	230
174	CHATHAM 	2001	4	6/10	41	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	11	4	0	0	0	0	0	0	2	1	0	0	4	5	0	0	0	7	1	0	0	1	1	0	2	0	0	0	8	5	33	1	0	0	0	0	13	9	7	1	0	16	0	9	10	8	1	0	5	0	4	0	2	0	0	2	3	1	0	0	4	0	0	4	0	11	1	0	3	13	3	0	0	11	1	12	0	3	0	0	3	0	0	0	2	0	0	0	261
175	CHATHAM 	2001	5	5/30	40	X	X	X	X	X	X	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	15	1	0	0	0	0	0	0	0	2	0	0	7	3	1	0	0	14	0	0	3	6	2	0	1	1	0	0	5	6	31	0	0	0	0	0	4	2	17	1	0	16	1	3	3	11	2	0	8	0	0	0	2	0	0	1	2	0	0	0	1	0	0	3	0	3	4	0	4	12	1	0	0	23	6	22	0	8	11	0	4	0	0	1	1	0	0	0	280
176	CHATHAM 	2001	6	6/16	47	X	X	X	X	X	X	0	0	0	0	13	21	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	9	2	0	0	6	5	0	0	0	5	1	0	1	0	2	0	2	0	0	0	2	9	36	0	0	0	4	0	0	9	8	0	0	12	0	0	20	2	2	0	24	2	25	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	1	0	2	15	0	1	0	15	2	6	0	7	21	30	1	1	0	1	9	10	0	0	366
177	CHATHAM 	2001	7	6/16	47	X	X	X	X	X	X	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	18	1	1	0	0	0	0	0	0	1	0	0	9	3	0	0	2	9	1	0	2	0	1	0	5	3	0	0	25	4	22	0	1	0	0	0	17	3	7	1	0	16	0	10	3	9	0	0	5	1	0	0	2	0	3	6	1	0	0	0	3	0	1	2	5	9	4	2	2	6	0	3	0	32	2	18	0	0	2	15	10	1	0	1	1	1	0	0	318
178	CHATHAM 	2001	8	6/10	41	X	X	X	X	X	X	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	4	0	14	4	0	0	0	0	0	0	3	0	0	0	13	0	0	0	0	8	5	0	3	1	0	0	0	0	0	0	9	6	54	1	3	0	0	0	2	0	16	2	6	0	0	16	23	16	6	1	6	1	2	0	4	0	0	5	4	0	0	0	12	0	0	4	0	12	4	2	1	41	0	0	0	19	0	23	0	0	10	6	1	0	0	3	17	0	0	0	399
179	CHATHAM 	2001	9	6/16	47	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	15	0	0	0	0	0	0	0	11	2	0	0	6	7	1	0	1	1	4	0	2	7	2	0	2	1	0	0	14	6	41	1	0	0	0	0	2	24	20	0	2	42	0	27	15	23	9	0	5	3	2	0	8	0	0	33	2	0	0	0	9	0	0	3	2	7	8	10	5	11	3	0	1	58	3	13	0	1	0	7	2	0	0	3	12	0	2	0	502
180	CHATHAM 	2001	10	6/23	54	X	X	X	X	X	X	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	6	10	2	0	0	0	0	1	1	5	0	1	0	1	0	2	0	0	2	0	0	4	0	3	0	0	1	0	0	15	9	22	0	0	0	0	0	10	6	8	0	0	17	0	5	8	3	4	0	7	1	6	0	1	0	1	4	0	0	0	0	1	0	0	2	0	7	3	1	5	11	0	0	0	19	5	9	0	4	1	16	3	0	0	9	4	4	0	0	275
181	CHATHAM 	2001	11	6/17	48	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	2	0	2	0	0	0	0	0	0	0	0	4	4	1	0	0	3	0	0	2	0	0	0	1	0	0	0	16	5	37	0	0	0	0	0	0	6	5	0	0	15	0	4	5	2	0	1	0	0	0	0	0	0	1	2	2	0	0	0	4	0	0	1	0	13	0	0	5	7	1	0	0	22	1	18	0	0	1	2	0	0	0	0	0	0	0	0	209
182	CHATHAM 	2001	12	6/10	41	X	X	X	X	X	X	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	16	0	0	0	0	0	0	0	3	1	0	0	9	0	0	0	0	6	0	0	1	3	2	0	0	0	0	0	7	2	22	0	0	0	0	0	2	3	7	2	0	8	0	6	7	8	14	0	11	0	0	0	1	0	0	3	0	0	0	0	3	0	0	1	0	2	4	0	3	9	0	0	0	9	5	15	0	3	6	6	3	1	0	0	7	0	0	1	229
183	CHATHAM 	2001	13	7/7	68	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	29	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	9	10	30	0	0	0	0	0	0	4	5	0	0	12	0	0	9	8	18	2	12	1	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	10	2	0	0	2	34	1	17	0	0	7	0	0	0	0	5	2	11	0	0	285
184	CHATHAM 	2001	14	5/27	27	X	X	X	X	X	X	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	49	2	0	0	0	0	0	0	7	1	0	0	3	1	1	0	1	3	1	0	2	2	0	0	0	0	0	0	5	3	26	0	16	0	0	0	0	4	18	0	0	19	0	11	7	3	5	0	3	1	16	8	1	0	1	12	0	0	0	0	5	0	0	1	0	0	0	0	8	9	2	0	0	10	2	7	0	1	0	10	2	0	0	6	2	3	0	0	307
185	CHATHAM 	2001	TOTALSP	X	616	X	X	X	X	X	X	1	1	6	4	14	26	3	4	0	0	3	0	4	0	4	0	34	12	6	230	22	1	3	0	0	2	5	76	11	1	0	80	41	6	3	5	68	17	0	22	27	16	0	14	9	1	0	155	82	436	6	20	2	5	0	50	105	167	8	12	207	3	122	141	115	68	6	101	15	102	8	26	0	10	122	20	1	0	1	62	0	1	28	8	85	44	21	71	159	12	4	3	324	43	181	0	27	64	118	46	9	0	29	77	30	2	1	4347
186	CHATHAM 	2001	FREQSP	X	14	X	X	X	X	X	X	1	1	4	1	2	4	1	1	0	0	3	0	4	0	3	0	8	5	1	14	10	1	2	0	0	2	2	10	8	1	0	13	10	5	3	4	14	8	0	11	8	8	0	7	6	1	0	14	14	14	4	3	1	2	0	7	13	14	6	4	13	3	12	14	14	11	4	13	9	10	1	10	0	6	13	9	1	0	1	13	0	1	13	3	13	11	6	14	14	7	2	2	14	12	14	0	7	11	11	12	4	0	8	13	6	1	1	14
187	CHATHAM 	2002	1	6/9	40	X	X	X	X	X	X	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	1	0	0	0	0	0	2	6	2	1	0	11	4	0	0	3	4	1	0	3	1	0	0	1	0	0	0	17	10	44	0	0	0	0	0	0	12	26	2	0	4	0	5	4	8	1	0	6	5	2	0	3	0	3	27	1	0	0	0	10	0	0	0	7	1	1	2	12	5	2	0	0	30	0	12	0	4	0	0	1	0	0	16	34	0	0	0	374
188	CHATHAM 	2002	2	5/26	26	X	X	X	X	X	X	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	1	0	0	5	11	0	0	0	13	4	0	0	0	0	1	0	1	3	0	0	1	0	0	0	5	6	16	1	2	0	0	0	4	9	16	3	11	11	0	13	4	7	7	0	3	1	2	0	2	0	1	21	5	0	0	0	3	0	0	1	2	0	3	5	11	11	1	0	0	20	1	14	0	3	0	1	9	1	0	2	21	0	0	0	334
189	CHATHAM 	2002	3	6/2	33	X	X	X	X	X	X	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	4	3	0	11	1	0	0	0	0	3	0	0	0	0	1	6	0	0	2	0	1	0	0	1	3	0	0	0	2	1	0	7	1	10	0	2	0	1	0	3	1	15	0	0	16	0	0	6	2	7	3	12	1	2	0	0	0	0	19	1	0	0	0	3	0	0	3	0	5	5	0	8	4	3	0	0	24	7	11	0	1	4	13	2	6	0	6	1	0	0	0	260
190	CHATHAM 	2002	4	5/27	27	X	X	X	X	X	X	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	2	12	0	0	0	3	0	0	0	0	9	1	0	0	2	3	0	1	0	0	0	6	2	25	0	0	0	0	0	16	4	7	0	0	21	0	16	3	5	8	2	8	0	11	0	1	0	0	1	6	0	0	0	6	0	0	8	0	5	7	0	6	20	4	1	0	21	1	14	0	1	3	13	8	1	0	0	0	0	0	0	302
191	CHATHAM 	2002	5	5/27	27	X	X	X	X	X	X	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	9	3	0	0	0	0	0	0	5	0	0	0	9	0	0	0	0	13	1	0	0	3	3	0	3	6	0	0	14	0	16	0	0	0	0	0	0	3	17	0	0	20	0	1	10	3	6	0	20	0	2	0	1	0	1	5	1	0	0	0	6	0	0	3	0	7	7	0	2	5	8	0	0	22	7	19	0	0	13	17	9	4	0	1	5	0	0	0	315
192	CHATHAM 	2002	6	6/23	54	X	X	X	X	X	X	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	15	2	0	0	0	0	0	2	0	1	0	0	4	1	0	1	0	10	0	0	2	0	4	0	0	1	0	0	6	1	44	0	0	0	0	0	0	2	12	0	1	6	0	0	17	8	5	1	21	3	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	4	15	0	0	0	32	6	15	0	5	8	4	1	2	0	3	5	5	0	0	288
193	CHATHAM 	2002	7	6/8	39	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	7	18	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	2	6	3	0	2	0	2	0	4	3	0	0	25	3	23	0	0	0	0	0	3	6	7	0	0	15	0	9	3	11	0	0	7	3	1	2	1	0	4	10	2	1	0	0	10	0	0	3	7	10	4	0	1	9	0	2	0	24	5	16	0	7	2	5	11	3	0	0	5	0	0	0	325
194	CHATHAM 	2002	8	6/18	49	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	11	2	0	0	0	0	0	1	1	0	0	0	5	0	0	1	0	2	2	0	1	0	1	0	0	0	0	0	7	0	28	0	0	0	0	0	20	2	1	0	6	4	0	7	6	7	16	0	5	1	6	0	1	0	0	10	2	0	0	0	8	0	0	2	2	3	5	1	10	27	1	0	0	29	1	16	0	0	2	51	0	0	0	5	6	0	0	0	333
195	CHATHAM 	2002	9	6/16	47	X	X	X	X	X	X	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	4	0	0	12	5	0	0	0	0	0	0	5	4	0	1	15	3	1	1	1	1	1	0	3	0	0	0	0	1	0	0	6	12	27	3	0	0	0	0	0	10	24	3	8	19	0	2	10	20	2	0	5	9	1	0	2	0	0	15	1	0	0	0	6	0	0	1	2	3	8	4	12	7	0	0	0	35	1	7	0	2	0	0	4	2	0	1	6	0	0	0	348
196	CHATHAM 	2002	10	6/16	47	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	25	3	0	0	1	0	0	1	7	0	0	0	11	0	0	3	0	3	1	0	0	0	1	0	1	1	0	0	6	2	18	0	0	0	0	0	0	6	13	0	0	15	1	6	10	2	1	2	10	1	1	0	0	0	2	1	3	0	0	0	4	0	0	1	1	6	5	1	7	6	0	0	2	23	2	4	0	6	1	0	4	0	0	3	14	2	0	0	257
197	CHATHAM 	2002	11	6/29	60	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	13	3	0	0	0	0	0	1	3	0	0	0	4	0	0	1	1	6	0	0	0	0	0	0	3	0	0	0	18	4	36	0	1	0	0	0	2	3	10	1	0	19	0	3	13	5	2	2	3	0	0	0	2	0	0	5	0	0	0	0	1	0	0	9	0	2	3	0	4	3	0	0	0	24	0	18	0	0	0	0	0	0	0	0	2	0	0	0	233
198	CHATHAM 	2002	12	6/23	54	X	X	X	X	X	X	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	17	0	0	0	0	0	0	0	4	0	0	0	13	2	0	1	0	8	0	0	1	1	0	0	0	0	0	0	4	8	14	0	0	0	0	0	13	0	8	6	2	12	0	1	17	6	7	0	12	1	7	0	1	0	0	1	0	0	0	0	3	0	0	3	0	1	3	3	3	9	0	0	0	20	5	16	0	6	10	8	6	9	0	11	6	1	0	0	296
199	CHATHAM 	2002	13	6/30	61	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	38	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	8	14	44	0	0	0	0	0	0	14	13	0	0	7	0	0	10	11	17	0	14	2	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	3	31	0	16	0	0	6	0	0	0	0	3	10	9	0	0	337
200	CHATHAM 	2002	14	6/2	33	X	X	X	X	X	X	2	0	2	0	0	3	0	1	2	0	0	0	0	0	0	1	0	1	0	31	1	0	0	0	0	0	2	19	1	0	0	4	4	0	0	0	3	0	0	0	0	2	0	0	0	2	0	1	2	26	0	9	0	0	0	4	11	10	0	3	12	0	9	9	1	1	0	5	0	2	0	1	0	1	18	0	0	0	0	1	0	0	0	1	0	2	0	6	12	2	0	0	16	1	7	0	1	1	17	2	1	0	1	11	0	0	0	288
201	CHATHAM 	2002	TOTALSP	X	597	X	X	X	X	X	X	2	9	4	0	4	28	2	2	2	0	0	0	8	0	1	1	28	12	7	218	22	0	0	2	0	3	16	111	8	1	2	110	19	1	12	7	67	11	0	14	13	16	0	14	14	3	0	130	65	371	4	14	0	1	0	65	83	179	15	31	181	1	72	122	96	80	10	131	27	72	2	15	0	12	134	22	1	0	0	61	0	0	35	22	50	54	16	91	133	21	3	5	351	37	185	0	36	50	129	57	29	0	52	126	17	0	0	4290
202	CHATHAM 	2002	FREQSP	X	14	X	X	X	X	X	X	1	2	3	0	2	6	1	2	1	0	0	0	3	0	1	1	9	7	1	14	10	0	0	2	0	1	8	11	4	1	2	13	7	1	8	4	13	8	0	8	6	7	0	7	6	2	0	14	12	14	2	4	0	1	0	8	13	14	5	6	14	1	11	14	14	13	5	14	10	13	1	10	0	6	13	9	1	0	0	12	0	0	11	7	12	13	6	14	13	7	2	2	14	11	14	0	10	10	9	11	9	0	11	13	4	0	0	14
203	CHATHAM 	2003	1	6/9	40	X	X	X	X	X	X	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	1	0	0	0	0	0	2	6	2	1	0	11	4	0	0	3	4	1	0	3	1	0	0	1	0	0	0	17	10	44	0	0	0	0	0	0	12	26	2	0	4	0	5	4	8	1	0	6	5	2	0	3	0	3	27	1	0	0	0	10	0	0	0	7	1	1	2	12	5	2	0	0	30	0	12	0	4	0	0	1	0	0	16	34	0	0	0	374
204	CHATHAM 	2003	2	6/11	42	X	X	X	X	X	X	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	3	2	0	0	0	8	4	1	0	1	3	3	0	0	0	0	0	0	1	0	0	8	10	11	0	0	0	0	0	0	8	22	3	1	13	0	17	1	3	13	0	2	1	5	0	0	0	0	17	3	0	0	0	3	0	0	4	0	1	6	3	13	13	0	0	0	32	0	17	0	0	0	21	0	0	0	1	14	0	0	0	308
205	CHATHAM 	2003	3	6/8	39	X	X	X	X	X	X	0	0	0	0	0	2	8	0	0	0	0	0	1	0	0	0	5	2	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	2	0	0	1	5	1	0	1	0	1	0	10	4	18	0	0	0	0	0	0	2	16	0	0	13	0	0	4	0	9	2	6	0	0	0	0	0	0	17	1	0	0	0	5	0	0	2	0	8	7	1	8	4	1	0	0	24	6	14	0	2	2	24	0	0	0	0	2	0	0	0	251
206	CHATHAM 	2003	4	6/8	39	X	X	X	X	X	X	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	5	0	0	0	0	0	0	5	0	0	0	4	1	0	0	1	9	0	0	0	4	1	0	1	1	0	0	7	5	33	0	0	0	0	0	5	2	10	0	0	16	0	8	0	6	0	0	2	0	2	4	0	0	0	1	3	0	0	0	5	0	0	4	0	16	1	0	2	15	5	0	0	13	2	12	0	3	3	6	1	0	0	0	0	0	0	0	239
207	CHATHAM 	2003	5	6/29	60	X	X	X	X	X	X	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	14	2	0	0	0	0	0	0	3	0	0	0	7	0	0	1	0	8	0	0	0	2	0	0	1	3	0	0	13	3	35	0	0	0	0	0	4	2	17	1	0	24	0	0	9	4	8	2	10	0	3	0	0	0	0	2	0	0	0	0	2	0	0	3	0	6	1	1	3	8	1	0	0	30	17	14	0	1	12	15	1	3	0	0	0	0	0	0	299
