ROWNUM	COUNTY	YEAR	ROUTE	DATE1	DATE2	HABHM	HABP	HABO	HABB	HABCH	VEHICLES	DCCO	GBHE	GRHE	BLVU	TUVU	CAGO	WODU	MALL	OSPR	SSHA	COHA	acsp	RSHA	BWHA	RTHA	WITU	NOBO	KILL	ROPI	MODO	YBCU	EASO	GHOW	BAOW	CONI	CWWI	WPWI	CHSW	RTHU	BEKI	RHWO	RBWO	DOWO	HAWO	NOFL	PIWO	EAWP	ACFL	WIFL	EAPH	GCFL	EAKI	LOSH	WEVI	YTVI	BHVI	WAVI	REVI	BLJA	AMCR	FICR	PUMA	TRSW	NRWS	CLSW	BARS	CACH	TUTI	WBNU	BHNU	CARW	HOWR	BGGN	EABL	WOTH	AMRO	GRCA	NOMO	BRTH	EUST	CEDW	NOPA	YEWA	YTWA	PIWA	PRAW	BAWW	AMRE	PROW	OVEN	LOWA	KEWA	COYE	HOWA	YBCH	SUTA	SCTA	EATO	CHSP	FISP	GRSP	SOSP	NOCA	BLGR	INBU	DICK	RWBL	EAME	COGR	BHCO	OROR	BAOR	HOFI	AMGO	HOSP	SPX1	SPX2	TOTALRT
365	DURHAM	2007	1	6/24	55	0.225	0.025	0.275	0.325	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	18	2	0	0	0	0	0	0	2	0	0	2	4	3	0	0	0	3	2	0	1	0	0	0	2	0	0	0	4	5	22	0	10	0	0	0	5	3	1	0	0	11	0	5	4	3	3	1	6	0	20	0	0	0	1	0	1	0	0	0	1	0	0	3	1	4	0	0	4	15	1	2	0	32	2	12	0	2	5	4	2	0	0	1	6	0	0	0	245
366	DURHAM	2007	2	5/28	28	0.15	0.075	0.075	0.625	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	7	0	0	2	0	1	0	0	0	0	0	10	3	18	1	0	0	0	0	0	12	24	0	0	11	0	9	5	14	4	0	6	2	18	0	1	0	0	16	1	0	0	0	2	0	0	0	0	0	0	0	8	14	0	0	0	22	3	9	0	0	2	0	2	0	0	3	0	0	0	0	252
367	DURHAM	2007	3	5/27	27	0.175	0	0	0.825	0	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0	11	3	0	0	0	1	1	0	2	1	0	0	0	1	0	0	7	15	27	3	0	0	0	0	0	11	13	0	5	17	6	7	1	2	33	8	6	2	15	7	2	0	1	5	0	0	0	0	0	0	0	1	0	0	1	1	12	5	0	0	4	30	0	1	0	0	0	11	3	0	0	9	7	5	0	0	319
368	DURHAM	2007	4	6/7	38	0.225	0.025	0.125	0.425	0	305	0	7	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0	0	0	3	3	1	0	0	5	3	0	1	0	0	0	0	3	0	0	12	0	4	0	0	0	0	0	4	8	12	0	0	15	0	11	7	8	5	0	4	1	2	0	1	0	0	1	0	0	0	0	1	0	0	3	0	0	3	0	8	13	0	0	0	19	4	8	0	0	0	13	6	1	0	3	1	0	0	0	222
369	DURHAM	2007	5	6/24	55	0.25	0.125	0.025	0.575	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	2	1	0	0	1	7	1	0	0	9	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	5	11	0	0	0	0	0	0	2	1	2	3	20	2	11	5	6	15	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	30	12	0	0	1	49	0	1	0	0	0	3	0	0	0	8	8	5	0	0	263
370	DURHAM	2007	6	6/24	55	0.075	0.175	0	0.7	0.025	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	1	0	0	0	0	1	0	5	2	3	17	0	1	6	0	19	1	12	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	15	3	0	0	4	26	0	3	0	0	0	12	0	2	0	3	8	2	0	0	179
371	DURHAM	2007	7	6/22	53	0.275	0.125	0.225	0.275	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	7	2	0	0	1	0	0	0	0	1	0	0	4	1	0	0	1	0	1	0	2	2	0	0	0	1	0	0	3	3	12	5	0	0	0	0	0	1	3	2	0	16	0	5	5	3	0	0	2	1	0	0	0	0	0	1	2	0	0	0	4	0	0	1	0	3	4	1	13	10	4	0	0	15	5	13	0	0	0	2	3	0	0	2	4	2	0	0	181
372	DURHAM	2007	8	7/2	63	0.4	0	0	0.45	0	103	0	0	0	0	1	9	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	18	1	0	0	0	0	0	6	0	0	0	6	0	6	5	3	3	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	5	7	0	0	0	28	0	9	0	0	0	0	1	1	0	0	8	0	0	0	155
373	DURHAM	2007	TOTALSP	X	374	0.221875	0.06875	0.090625	0.525	0.003125	685	0	7	3	1	3	20	0	0	0	0	0	0	3	0	1	0	5	1	5	69	8	0	2	3	0	0	1	26	3	0	2	40	14	1	1	1	17	7	0	8	3	1	0	2	5	0	0	44	36	121	11	10	0	0	0	10	43	59	6	11	113	8	55	38	39	82	14	60	6	55	7	4	0	2	29	4	0	0	0	8	0	0	10	1	8	15	3	95	79	5	2	9	221	14	56	0	2	7	45	17	4	0	29	42	14	0	0	1816
374	DURHAM	2007	FREQSP	X	8	X	X	X	X	X	7	0	1	1	1	2	4	0	0	0	0	0	0	2	0	1	0	1	1	1	8	5	0	1	3	0	0	1	5	3	0	1	7	5	1	1	1	5	4	0	5	2	1	0	1	3	0	0	8	7	8	5	1	0	0	0	3	7	7	3	3	8	2	8	8	7	7	4	8	4	4	1	3	0	2	6	3	0	0	0	4	0	0	6	1	3	5	3	8	8	2	1	3	8	4	8	0	1	2	6	6	3	0	7	7	4	0	0	8
375	DURHAM	2008	1	6/1	32	0.225	0.025	0.1	0.525	0	11	0	1	1	0	0	52	0	0	0	0	0	0	0	0	1	0	0	4	0	22	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	0	2	1	1	0	0	0	1	0	2	3	28	4	12	0	0	0	0	2	5	0	0	3	0	8	7	3	0	0	1	1	0	0	0	0	0	3	2	0	0	0	6	0	0	4	0	6	7	0	2	15	2	2	0	24	3	11	0	4	8	4	3	0	0	0	1	0	0	0	281
376	DURHAM	2008	2	5/25	25	0.15	0.075	0.075	0.6	0.025	25	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	2	3	0	18	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	6	1	0	5	3	0	0	1	0	0	0	7	5	30	0	0	0	0	0	0	12	17	0	0	14	0	13	5	10	4	0	6	1	0	0	0	0	0	16	0	0	0	0	5	0	0	0	0	2	1	0	5	19	0	0	0	25	1	18	0	0	0	4	2	0	0	1	2	0	0	0	281
377	DURHAM	2008	3	6/1	32	0.15	0	0	0.85	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	12	5	0	0	0	0	5	0	2	0	0	0	0	0	0	0	3	8	24	4	0	0	0	0	0	12	12	2	3	4	5	5	4	0	30	5	16	0	7	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	12	7	0	0	6	33	0	1	0	0	0	36	3	0	0	7	4	4	0	0	308
378	DURHAM	2008	4	6/1	32	0.225	0.025	0.125	0.425	0	X	0	6	3	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	12	3	0	0	0	0	0	0	3	0	0	0	5	1	0	1	1	8	3	0	4	4	0	0	4	2	0	0	10	2	15	0	0	0	0	0	2	5	14	0	0	12	0	15	3	10	10	1	2	2	4	0	3	0	1	5	0	0	0	0	2	0	0	1	0	1	4	0	5	12	0	0	0	26	2	11	0	2	3	8	5	0	0	6	5	0	1	1	276
379	DURHAM	2008	5	6/8	39	0.25	0.1	0.025	0.6	0	66	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	9	1	0	0	14	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	4	7	1	0	0	0	0	2	18	22	4	1	20	1	24	8	6	19	2	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	3	2	28	11	0	0	7	56	0	1	0	0	0	3	4	0	0	11	12	4	0	0	359
380	DURHAM	2008	6	6/8	39	0.075	0.175	0	0.7	0	89	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	12	4	0	0	0	0	2	3	13	0	1	9	0	0	7	1	18	4	8	4	6	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	1	0	15	3	1	0	4	12	0	3	0	1	0	23	5	4	0	4	1	0	0	0	204
381	DURHAM	2008	7	6/3	34	0.275	0.125	0.225	0.275	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	5	3	7	1	0	0	0	0	0	6	15	0	0	8	0	11	2	0	0	0	3	2	0	0	3	0	0	0	2	0	0	0	5	0	0	1	0	5	3	0	10	15	0	0	0	13	3	12	0	0	0	1	4	0	0	0	5	1	0	0	167
382	DURHAM	2008	8	6/24	55	0.4	0	0	0.45	0	139	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	4	3	28	1	0	0	0	0	1	14	2	1	0	7	0	8	4	4	6	0	8	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	3	0	0	6	12	0	0	0	29	0	8	0	0	0	11	1	0	0	9	2	4	0	0	212
383	DURHAM	2008	TOTALSP	X	288	0.21875	0.065625	0.06875	0.553125	0.003125	360	0	9	4	0	0	63	2	1	0	0	2	0	3	0	2	1	4	7	0	113	5	0	0	0	0	0	1	28	1	0	0	54	12	0	1	1	19	11	0	16	17	1	0	6	2	1	0	34	32	151	15	12	0	0	0	7	72	100	7	5	77	6	84	40	34	87	12	58	10	18	0	7	0	2	45	4	0	0	0	21	0	0	8	0	17	19	2	83	94	3	2	17	218	9	65	0	7	11	90	27	4	0	38	32	13	1	1	2088
384	DURHAM	2008	FREQSP	X	8	X	X	X	X	X	6	0	3	2	0	0	4	1	1	0	0	1	0	3	0	2	1	2	2	0	8	3	0	0	0	0	0	1	4	1	0	0	8	4	0	1	1	4	4	0	6	7	1	0	3	1	1	0	8	8	8	6	1	0	0	0	4	8	8	3	3	8	2	7	8	6	6	4	8	5	4	0	3	0	2	7	2	0	0	0	5	0	0	5	0	5	6	1	8	8	2	1	3	8	4	8	0	3	2	8	8	1	0	6	8	4	1	1	8
385	DURHAM	2009	1	5/31	31	0.225	0.025	0.1	0.525	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	16	0	5	0	0	0	3	0	2	0	0	10	0	4	6	2	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	13	0	0	0	22	4	5	0	3	3	1	1	0	0	0	6	0	0	0	135
386	DURHAM	2009	2	5/31	31	0.125	0.075	0.075	0.6	0	32	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	0	0	1	0	0	0	0	5	0	0	0	4	0	0	0	0	1	1	0	3	0	0	0	0	1	0	0	1	4	21	0	0	0	0	0	0	8	14	1	0	21	0	14	2	8	9	0	3	3	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	3	12	0	0	0	17	0	13	0	0	1	11	3	0	0	0	1	0	0	0	223
387	DURHAM	2009	3	6/21	52	0.15	0	0	0.85	0	86	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	9	1	0	0	0	0	0	0	7	0	0	0	9	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	3	6	30	1	0	0	0	0	2	8	8	1	0	8	2	1	5	1	39	3	7	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	16	3	0	0	5	34	0	0	0	0	0	79	2	0	0	10	6	0	0	0	320
388	DURHAM	2009	4	5/30	30	0.225	0.025	0.125	0.425	0	79	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	10	1	0	0	0	0	0	0	2	0	0	2	6	1	0	0	0	5	1	0	1	1	0	0	1	2	0	0	11	1	8	0	0	0	4	0	0	3	14	2	0	20	0	17	6	4	8	0	3	1	4	0	2	0	1	4	1	0	0	0	3	0	0	2	1	1	0	1	9	12	0	0	1	27	3	13	0	0	1	12	4	1	0	1	5	0	0	0	251
389	DURHAM	2009	5	6/14	45	0.25	0.1	0.025	0.6	0	61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	8	1	0	0	9	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	7	15	5	0	0	0	0	1	18	6	2	4	22	2	21	12	4	15	4	19	2	4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	1	21	5	0	0	1	49	0	4	0	0	0	6	2	0	0	20	0	3	0	0	334
390	DURHAM	2009	6	6/14	45	0.075	0.175	0	0.7	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	10	0	0	0	0	2	3	10	0	1	13	1	0	2	0	11	3	17	0	23	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	6	3	1	0	1	15	0	3	0	3	0	8	0	1	0	4	0	0	0	0	166
391	DURHAM	2009	7	6/30	61	0.275	0.125	0.225	0.275	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	0	0	0	0	2	0	0	0	1	0	0	1	2	6	0	0	0	0	0	0	4	7	0	3	13	0	8	3	0	2	0	11	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	3	1	0	9	11	1	0	0	21	3	11	0	0	0	0	2	0	0	0	0	1	0	0	154
392	DURHAM	2009	8	X	X	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	DURHAM	2009	TOTALSP	X	295	0.165625	0.065625	0.06875	0.496875	0	373	2	6	0	0	4	2	0	0	0	0	0	0	5	0	0	1	1	4	5	80	2	0	1	0	0	0	0	22	1	0	2	35	7	0	4	2	6	3	0	8	8	1	0	1	4	0	0	22	23	99	16	5	0	4	0	8	44	61	6	8	107	5	65	36	19	85	10	63	7	31	0	3	0	2	31	2	0	1	0	5	0	0	7	2	4	4	2	65	59	2	0	8	185	10	49	0	6	5	117	14	2	0	35	18	4	0	0	1583
394	DURHAM	2009	FREQSP	X	7	X	X	X	X	X	7	1	3	0	0	2	1	0	0	0	0	0	0	2	0	0	1	1	3	3	7	2	0	1	0	0	0	0	4	1	0	1	7	4	0	2	1	2	3	0	5	4	1	0	1	3	0	0	6	7	7	3	1	0	1	0	4	6	7	4	3	7	3	6	7	5	7	3	7	4	3	0	2	0	2	6	2	0	1	0	2	0	0	5	2	2	2	2	7	7	2	0	4	7	3	6	0	2	3	6	6	2	0	4	4	2	0	0	7
